Timestamp,Sensor_1,Sensor_2
20:53:07,ets Jul 29 2019 12:21:46
20:53:07,rst:0x1 (POWERON_RESET),boot:0x13 (SPI_FAST_FLASH_BOOT)
20:53:07,configsip: 0, SPIWP:0xee
20:53:07,clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
20:53:07,mode:DIO, clock div:1
20:53:07,load:0x3fff0030,len:4876
20:53:07,ho 0 tail 12 room 4
20:53:07,load:0x40078000,len:16560
20:53:07,load:0x40080400,len:3500
20:53:07,entry 0x400805b4
20:54:22,0.62, 295.56
20:54:22,0.61, 295.62
20:54:22,0.59, 295.58
20:54:22,0.65, 295.62
20:54:22,0.72, 295.38
20:54:22,0.73, 295.32
20:54:22,0.62, 295.22
20:54:22,0.72, 295.32
20:54:22,0.74, 295.22
20:54:23,0.78, 295.22
20:54:23,0.87, 295.16
20:54:23,0.98, 295.04
20:54:23,0.87, 294.92
20:54:23,0.92, 294.94
20:54:23,0.92, 294.94
20:54:23,0.96, 295.00
20:54:23,0.98, 295.16
20:54:23,1.86, 295.20
20:54:24,1.02, 295.22
20:54:24,1.07, 295.16
20:54:24,1.86, 295.04
20:54:24,1.15, 294.92
20:54:24,1.13, 294.92
20:54:24,1.24, 295.00
20:54:24,1.33, 294.88
20:54:24,1.24, 294.86
20:54:24,1.32, 294.92
20:54:25,1.23, 294.82
20:54:25,1.29, 294.76
20:54:25,1.36, 294.78
20:54:25,1.26, 294.72
20:54:25,1.41, 294.64
20:54:25,1.46, 294.54
20:54:25,1.43, 294.36
20:54:25,1.43, 294.36
20:54:25,1.54, 294.36
20:54:26,1.86, 294.30
20:54:26,1.47, 294.36
20:54:26,1.52, 294.36
20:54:26,1.19, 294.38
20:54:26,1.33, 294.42
20:54:26,1.22, 294.54
20:54:26,1.15, 294.60
20:54:26,1.06, 294.82
20:54:26,0.99, 294.86
20:54:27,0.98, 295.04
20:54:27,0.84, 295.10
20:54:27,0.78, 295.22
20:54:27,0.56, 295.46
20:54:27,0.48, 295.62
20:54:27,0.53, 295.74
20:54:27,0.37, 295.68
20:54:27,0.54, 295.40
20:54:27,0.44, 295.10
20:54:27,0.43, 294.82
20:54:28,1.86, 294.66
20:54:28,1.86, 294.60
20:54:28,1.86, 294.54
20:54:28,1.86, 294.54
20:54:28,1.86, 294.52
20:54:28,1.86, 294.44
20:54:28,1.87, 294.44
20:54:28,1.87, 294.42
20:54:28,1.87, 294.38
20:54:29,1.87, 294.42
20:54:29,1.86, 294.44
20:54:29,1.86, 294.36
20:54:29,1.86, 294.36
20:54:29,1.86, 294.36
